ID,Zip,BirthMonth,TotalSales,TotalSavings,TotalVisits,LastVisit,ReferralCode
547687,35222-3620,,5703.7200,425.9400,118,2017-07-28 15:40:40.590000,Internet
547702,35035,,19749.7285,11628.3688,823,2020-02-18 11:03:20,Brochure
547705,35049,,15127.2770,399.4800,56,2020-03-16 14:11:19, 
547709,35215,,665.5600,32.0000,21,2017-08-17 12:28:27,Friend
547717,421039770,,863.7300,37.1500,41,2020-01-08 14:22:03.030000,
547741,305233520,,9861.9800,1088.5400,58,2020-01-22 10:57:00.537000,
547763,80908,,8167.6600,2310.4000,80,2017-10-01 14:24:59.993000,
547767,35033,,888.5292,218.5000,22,2020-02-27 12:49:06,Friend
547773,32578-1718,,2862.1200,75.8200,34,2017-10-16 18:50:45.290000,
547793,366081411,,146.3700,11.0200,7,2019-06-24 15:41:44.667000,Catalog
547795,35405,,1258.0600,104.8000,24,2018-12-10 17:43:59.250000,
547801,35127,,3878.1135,546.0200,74,2020-02-02 12:26:56,Catalog
547813,367503549,,3329.4500,121.4800,39,2019-07-08 16:00:49, 
547815,36804-0403,,3971.5800,319.4200,18,2017-11-21 12:22:26.057000,
547827,35613-6244,,985.9700,56.4100,30,2017-11-24 10:34:47,Catalog
547855,32536,,7514.2600,1433.3400,58,2017-11-27 12:14:23.420000,
547872,35051,,3372.5913,241.6500,46,2018-03-28 14:31:25.107000,
547874,31721-2826,,2445.6200,436.2600,48,2017-12-24 14:42:04.330000,
547913,35010,,2479.7200,209.8000,36,2020-01-31 10:27:18,
547923,35213-3204,,7137.9800,517.9200,68,2017-11-06 15:57:55.090000,
547939,39114-5058,,2162.1000,255.9000,34,2018-02-07 14:49:42.277000,
547953,351246252,,2210.6075,87.0000,42,2018-02-15 10:31:08,Friend
547955,35244,,9183.5700,541.9900,56,2019-12-23 17:33:49, 
547979,36726,,299.9100,17.3900,8,2018-03-02 12:05:09,Friend
547985,36264-5223,,4510.8200,175.9600,36,2018-05-19 17:03:17.997000,
547988,35004,,3064.9000,527.7960,23,2018-03-08 12:27:42,
548017,33707,,23353.6980,4554.7730,220,2020-01-04 18:09:06,
548021,35215,,2006.4612,181.3872,48,2019-06-15 15:15:59, 
548061,35051,,1076.0285,35.2600,8,2020-04-09 07:18:46,
548067,80503-8527,,1060.9800,51.9800,14,2009-01-07 12:04:00,Internet
548075,32533,,8261.6600,1124.1200,150,2018-04-20 11:14:23.797000,
548091,39657,,181.0200,2.8200,6,2009-11-25 18:42:14,
548096,35007,,22492.8456,950.4867,170,2019-12-16 15:26:46,Catalog
548097,36080,,6138.5490,857.0074,52,2019-08-17 14:00:44, 
548104,452553179,,1755.7600,228.7496,50,2009-12-22 11:36:33.807000,Catalog
548112,36117,,345.0200,0.0000,12,2011-11-12 18:33:28.560000,Catalog
548114,35748-9721,,4082.2000,176.1000,30,2012-11-23 13:09:19.677000,
548121,35242-7050,,7558.0000,1132.4200,35,2019-07-10 15:55:02.117000,Brochure
548133,71282-5537,,5669.8800,70.2200,26,2011-01-31 19:19:58.217000,
548147,29803-5821,,8392.0200,748.9200,68,2013-09-11 09:25:38.697000,Billboard
548150,37086-2566,,4936.0800,423.5000,112,2012-05-21 12:10:11.007000,Catalog
548152,83406,,889.2600,293121.8400,14,2013-08-24 17:20:19.530000,Competitor Referral
548153,35757-6524,,3069.2200,319.1000,32,2013-09-03 14:29:04.120000,Competitor Referral
548154,35757-6932,,6398.4800,1060.9400,27,2013-09-03 16:01:46.190000,Internet
548158,35654,,8135.6600,0.0100,10,2015-06-02 14:30:59, 
548163,30043,,1268.4800,371.5100,27,2014-09-03 18:27:28.943000,Catalog
548165,35749-7302,,3132.9100,185.1800,39,2018-09-27 11:35:35.523000,
548169,32413-2844,,8336.6800,266.5700,71,2017-07-28 13:30:11.440000,
548170,301685402,,14727.5800,777.4900,107,2013-09-09 19:19:14.530000,
548173,67211-3802,,560.8800,2333.7600,15,2012-06-25 22:15:52.663000,Internet
548175,362658093,,3872.7800,126.5600,70,2013-12-31 13:48:55, 
548178,35570,,2567.0500,263.7600,33,2017-10-31 18:43:01.390000,Catalog
548184,14850,,560.9000,217.0000,6,2013-05-16 19:52:16.403000,
548196,46733,,957.9600,131.9600,8,2013-03-04 14:52:17.650000,Catalog
548198,338132534,,4299.6600,820.3200,72,2016-12-02 14:41:08.323000,Catalog
548205,32157-0306,,4441.1600,0.0000,26,2014-05-22 15:20:17.483000,
548209,601482605,,2599.4800,423.9400,16,2013-01-17 14:21:29.667000,
548212,35802,,7387.0500,335.7700,36,2018-06-27 15:59:42, 
548230,338811082,,1723.1000,121.0200,18,2013-02-04 14:29:29.637000,
548235,36203-3660,,403.1600,10.0000,10,2014-07-01 13:05:34.823000,Catalog
548242,36203-2041,,1364.4400,146.3600,20,2014-09-25 13:42:26.627000,Catalog
548246,32570-8854,,2417.3800,256.7600,20,2014-12-28 15:36:23.057000,Sign/Drive By
548273,35749,,1995.8000,30.4200,24,2015-01-22 13:41:41.467000,
548280,99577-9512,,180.9200,11.0000,6,2013-06-23 14:06:38.497000,Catalog
548281,358023781,,12154.9500,1702.0200,202,2014-11-01 12:34:44.483000,Catalog
548282,381395239,,11056.0300,40368.3800,137,2020-05-13 13:20:10.910000, 
548290,853405220,,9017.3100,3706.0500,243,2015-04-06 20:04:18.297000,Internet
548294,35967-7218,,788.7600,103.8300,12,2012-05-17 10:51:27.350000,
548297,35801-1413,,9646.4800,1953.2300,77,2019-12-19 13:28:54.293000,Internet
548300,35749-9337,,3470.2600,198.3200,56,2015-08-12 13:04:49.793000,
548304,33624,,1296.9700,387.7100,17,2016-01-03 11:38:23.963000,Catalog
548310,39443,,884.2900,23.0000,6,2016-09-20 14:17:09.887000,Catalog
548312,35594-5602,,2587.9000,140.6800,32,2015-08-03 17:47:41.130000,Friend
548330,35769-9257,,5738.7800,629.0500,16,2019-09-13 12:16:00.483000,Internet Search Engine
548331,35223-285,,1387.1900,103.9100,12,2015-09-12 12:54:34.487000, 
548341,366010123,,6613.7500,203.8500,56,2015-10-15 14:19:39.247000, 
548360,36330,,1542.8600,455.4600,22,2020-02-01 13:10:28.557000,
548366,67205-1454,,3580.7000,4.0300,29,2015-12-15 13:15:54.480000, 
548371,66536-1867,,4361.5900,354.0700,130,2015-10-23 13:37:56.943000, 
548378,352423440,,14287.4860,302.2550,112,2020-03-07 12:26:09,Catalog
548379,71105,,1391.4400,74.3000,16,2014-03-19 17:09:24,
548381,33071-6038,,29217.9200,9361.3800,480,2014-06-02 12:12:07.250000,Internet Search Engine
548384,35172-8752,,38501.3400,8954.6000,358,2015-12-03 18:00:24.290000,
548385,36201-7624,,11992.3400,508.9500,38,2018-08-22 13:21:10.577000,Yellow Pages
548387,750657671,,23803.0800,1381.2000,110,2015-12-28 13:55:34.780000,Friend
548391,356033372,,3748.5800,189.6800,42,2015-12-22 12:22:36.780000,Internet
548395,61571-9300,,788.7000,112.8000,21,2015-12-30 18:59:06.767000,Catalog
548397,35758-8307,,9834.9400,415.8000,32,2016-02-06 17:12:20.327000,Catalog
548398,35611,,3402.8600,451.8200,31,2016-01-12 19:45:18.300000, 
548406,35951-3941,,663.2000,295.1000,8,2015-12-22 18:28:43.170000,Catalog
548410,350226803,,3009.6900,44.4700,43,2015-07-21 13:06:55.610000,
548413,37074-3331,,7164.4800,374.4400,102,2013-08-09 12:53:15.297000,Catalog
548415,34472-5054,,646.4000,59.4000,32,2014-11-03 16:15:47.463000,Catalog
548434,35226,,4163.2610,1232.4200,115,2020-02-05 16:25:47, 
548435,404759612,,2670.2700,196.2900,30,2016-07-12 16:47:56,Friend
548450,35205,,1131.3900,69.4000,36,2013-06-08 10:40:23.847000, 
548452,39503-8526,,20737.0400,473.1200,320,2016-06-06 15:28:51.507000,Internet
548455,35904,,5053.7400,687.5200,34,2016-06-27 16:05:52.557000,
548458,49038-9537,,625.8400,8.0000,6,2016-07-18 10:56:02.177000,Catalog
548460,36271-9232,,9422.6400,277.7800,14,2016-07-12 15:17:20.510000,Catalog
548462,39564-4647,,2996.8400,329.6100,62,2016-08-08 16:34:48.047000,Catalog
548478,32182-0452,,3602.0000,628.6400,54,2016-07-01 11:04:15.530000,
548480,35115,,27861.0000,1670.6400,342,2016-09-06 15:15:02.037000, 
548482,981038276,,2763.9300,74.5800,39,2016-07-24 18:13:55.127000,Catalog
548485,32433,,3175.3000,344.0600,20,2016-08-06 11:39:09.980000,Catalog
548486,35803-1404,,4929.0000,1144.8823,100,2016-08-06 10:40:09.167000,Friend
548487,342434742,,3855.5100,454.6500,96,2012-06-22 12:51:17.123000,
548489,30220-1842,,1073.3900,23.7900,23,2010-06-17 11:04:31.990000, 
548491,30134-5377,,6106.9400,678.4400,49,2019-12-12 17:49:22.460000,Sign/Drive By
548495,49048,,8199.4800,980.0600,96,2014-06-19 14:21:58.297000,
548499,90278-2505,,4912.5000,419.5000,84,2016-01-13 20:22:36.543000,Catalog
548501,36695,,2222.7500,215.6000,39,2019-10-29 18:20:27.497000,
548505,30263-5366,,2267.3600,146.6000,46,2016-09-23 11:12:24.590000,
548507,36117-4119,,1065.4800,111.8400,10,2012-07-07 15:21:34.583000,
548508,300847001,,5919.8200,723.3800,50,2019-02-09 16:00:40.693000,Catalog
548511,34113,,683.6400,4.8000,18,2016-10-13 10:16:37.563000,Friend
548518,35806,,4280.7700,147557.1467,77,2014-06-14 13:17:15.067000, 
548524,35449,,14665.6800,134.1100,24,2017-10-19 13:02:51.950000,Catalog
548530,68134-2771,,986.4400,44.4000,6,2016-09-24 17:30:13.137000,Catalog
548539,33801-0542,,9466.1400,1081.6600,114,2016-12-03 11:58:24.823000,
548540,72830,,1589.6569,173.6721,38,2009-08-16 13:21:58, 
548549,35210,,16479.0145,3997.9530,186,2020-02-27 10:45:20,
548556,32444,,2279.6800,582.2800,20,2016-11-22 15:52:44.710000,Internet Search Engine
548557,33313-6003,,1871.4000,601.6800,52,2019-10-01 11:17:15.480000,
548561,363307879,,598.5800,105.9800,10,2015-03-05 12:11:49.107000,
548581,35640,,28673.2400,2727.9900,14,2014-03-04 19:34:47.450000,Catalog
548589,35209,,1921.3600,268.0000,12,2016-02-23 13:41:44.783000,Catalog
548596,35055-8247,,1259.8200,84.2400,54,2017-02-21 16:35:43.180000,
548597,35614-4011,,4847.7800,460.0800,98,2019-12-11 12:37:40.580000, 
548598,223031216,,5943.0000,1613.8800,28,2014-03-15 15:46:19.287000,
548609,35188,,24578.7400,1478.1400,284,2017-04-03 18:02:29.340000,
548615,40741-9278,,3033.7100,188.0764,34,2019-10-16 11:17:59,Woodcraft Web Site
548616,352261490,,44640.0170,11469.9300,677,2019-05-21 09:36:19,Competitor Referral
548630,35758,,4437.1200,87.4600,86,2016-05-17 13:56:23.877000,Friend
548635,35824-1306,,2620.6100,454.3400,32,2018-11-16 15:23:14,
548644,35603,,689.3800,48.6600,27,2019-01-12 18:31:04.930000,
548655,805166837,,3204.6400,137.1200,78,2014-12-27 14:52:20.230000,
548665,35901,,2890.3040,32.4000,40,2019-07-31 10:12:32,Brochure
548667,32588-1473,,3129.6400,123.8200,26,2017-10-16 18:50:25.370000,
548670,35803-1791,,16847.9600,2150.0200,142,2019-08-06 16:52:04.113000, 
548679,409061514,,5334.7500,575.0100,66,2016-01-02 17:35:21.790000,Catalog
548692,809181593,,6016.0600,504.2400,50,2015-12-28 18:19:31.903000,
548701,350104019,,5332.4800,1628402.6000,64,2017-11-18 15:13:39.437000,Catalog
548711,37849,,62864.1600,4765.2000,362,2017-06-23 13:13:54.710000,Catalog
548712,35085,,5241.3836,402.3300,70,2019-05-02 10:55:06,Friend
548714,35758,,5871.0800,422.7000,42,2017-12-10 13:30:59.053000,
548725,365077812,,2392.7450,66.8800,25,2020-02-13 09:44:21,
548734,35630,,7439.1600,1165.8600,51,2018-01-03 11:52:43.490000, 
548739,37027-2611,,16814.9000,1737.6900,286,2020-01-06 18:57:00.407000,Catalog
548749,42303,,2856.0600,20.9600,16,2017-07-22 18:07:53.117000,Catalog
548753,46112,,5982.3900,306.2900,66,2016-12-17 14:33:45.110000,Competitor Referral
548757,38654,,32761.1600,5312.2000,182,2019-12-14 11:13:12.650000,
548763,39475,,128.9900,0.0000,7,2017-10-22 11:26:19.327000, 
548764,358012531,,10820.7300,299.2000,34,2018-01-19 16:02:34.600000,Internet
548771,321627633,,11119.6000,926.1800,56,2018-02-26 10:53:42.430000,
548775,35803-1109,,293.7400,0.0000,6,2017-06-11 13:24:44.010000,Catalog
548778,35205,,382.6800,0.0000,10,2015-03-06 15:10:40,Internet Search Engine
548781,36206,,1280.0900,13.9500,18,2017-02-17 10:36:47.717000,Catalog
548785,35043,,2047.5000,20.6300,14,2018-02-17 14:46:52.097000,
548793,359060004,,4967.0600,335.0567,88,2018-03-13 15:37:07.490000, 
548804,310053664,,25011.7200,2801.7700,149,2018-04-13 18:36:06,Catalog
548810,35283,,433.8600,25.1200,9,2016-11-21 14:07:46,Catalog
548811,32506,,11989.0800,1559.3600,234,2018-04-03 20:54:53.057000,Catalog
548812,352231505,,806.8200,84.8600,19,2018-04-07 16:59:00.607000, 
548819,778453122,,21243.0100,1568.4900,83,2019-08-17 15:40:48.783000,Internet
548820,62062,,3217.9600,213.5200,72,2018-04-27 12:05:56.070000,
548851,35243,,733.7000,91.7300,45,2020-01-03 14:47:40,Friend
548873,35758,,1648.0300,176.4500,20,2018-11-12 13:28:57,
548915,35244,,1340.6500,56.8000,24,2018-12-29 14:42:32, 
548934,35054,,1935.8000,102.0400,21,2016-04-20 12:55:21,
548976,35244,,2161.3448,1603.8580,90,2019-01-30 10:22:19, 
548988,351732184,,3214.3900,304.6200,35,2017-09-07 10:27:11, 
548991,35805,,1126.4100,45.9500,26,2019-10-28 12:41:16.973000, 
548998,39402,,23254.4900,1600.8700,97,2020-01-21 12:03:47.427000, 
549001,36277,,1718.5050,91.1000,19,2017-10-17 15:15:20, 
549012,352161543,,10095.3010,931.3400,115,2020-02-19 14:35:14.783000,Catalog
549020,35022,,407.8600,14.9800,12,2015-12-22 12:11:21,
549028,351479233,,3145.0700,224.7700,24,2018-06-27 15:05:30.563000, 
549122,35242,,479.9600,5.0000,6,2015-03-08 13:38:57.090000,
549142,35080,,1180.7100,189.6100,20,2011-08-20 15:57:44,Friend
549144,350075201,,1158.4200,91.3900,30,2020-03-07 13:44:41, 
549175,35243,,6319.7200,771.8800,97,2017-03-13 15:46:10,Brochure
549187,35223,,4312.0800,328.5500,34,2019-03-05 11:06:23,Friend
549203,35802,,7730.4792,285.5200,11,2017-06-26 12:02:00,
549207,35150,,1434.0228,66.7300,13,2015-02-28 13:39:03, 
549213,35614,,2062.9930,425.6680,34,2019-09-04 11:00:09,Catalog
549238,35242,,6315.0070,322.5900,28,2016-03-18 20:04:18, 
549268,351437027,,2354.1010,171.1100,39,2019-12-29 14:17:57, 
549276,35115,,1887.7300,7.2500,23,2019-09-21 15:48:24, 
549286,35473,,420.1000,111.5800,14,2013-03-12 16:51:03, 
549331,35004,,18458.7400,512.1700,80,2018-07-07 09:41:17, 
549336,35180,,4674.4224,119.6433,34,2020-01-20 12:32:09,Billboard
549351,36078,,4946.0300,156.3800,41,2020-01-24 16:43:19,Catalog
549375,358033054,,1182.8700,145.0000,15,2014-10-25 11:14:37.833000,Catalog
549385,351732441,,1821.6820,290.9600,29,2019-10-12 12:10:14.757000,Catalog
549418,35007,,375.1200,3.2000,19,2014-09-16 11:16:47, 
549448,48189,,1239.1800,137.7500,9,2015-03-07 09:15:21,
549480,35504,,4680.0530,426.0600,40,2017-11-19 16:46:41, 
549484,35243,,6872.2000,380.7500,48,2019-11-25 16:56:48, 
549557,350077404,,1388.5300,39.2900,30,2018-10-04 12:27:02.653000,Friend
549558,38449,,2537.4100,783.8600,30,2019-12-09 16:22:09.427000, 
549573,35209,,8295.7938,1206.2100,189,2020-02-02 12:35:22, 
549605,35405,,3310.6920,143.5300,70,2019-10-01 12:24:11.617000,Catalog
549624,35235,,2765.7380,315.4900,39,2019-03-22 15:26:24,Brochure
549678,35226,,2739.1800,147.4100,18,2020-02-23 15:08:22.390000,
549690,36036,,1794.9700,354.1100,64,2020-01-31 12:46:58.240000, 
549747,35907,,6191.9700,712.9000,28,2015-11-27 12:09:32, 
549755,35124,,717.6900,147.5680,36,2016-03-25 20:56:34, 
549808,325263239,,4384.2600,103.1800,55,2017-10-21 11:07:06.403000,Friend
549820,36744,,3164.7400,193.7500,51,2020-01-16 14:46:39.403000,Catalog
549824,35213,,2734.9726,64.6550,66,2020-03-14 11:15:22, 
549860,35210,,6387.6270,635.4700,49,2020-02-29 13:40:36,Friend
549867,36109,,738.9900,17.5000,16,2019-03-06 15:07:47.540000,Catalog
549923,35242,,1235.6600,120.0300,17,2019-11-20 11:33:53,Friend
549925,35475,,885.5900,44.0000,18,2013-07-11 17:56:50,Friend
549955,36024-2854,,8874.8900,144624.4756,128,2020-01-31 19:49:13.017000,Catalog
549974,35035,,1298.6690,150.1100,33,2019-12-05 13:59:40,Friend
549983,352092036,,2034.6660,36.8500,23,2016-03-25 15:18:21, 
550004,39051-5843,,3986.5000,893.9900,37,2019-08-30 17:02:53.180000, 
550006,352095434,,937.3300,13.9600,11,2017-01-09 16:13:28, 
550033,351189603,,3394.7100,72.0600,52,2016-05-24 11:20:55, 
550051,362507205,,833.0200,20.8500,21,2016-01-29 13:20:22, 
550056,35546,,2601.9630,255.9500,44,2019-03-29 16:11:41, 
550081,35504,,3561.8410,1079.4300,31,2017-07-14 14:55:39.170000,Catalog
550082,35769,,3437.6500,29.1100,20,2018-05-30 10:32:33.190000,Catalog
550086,39701,,5500.6600,507.0700,53,2019-12-18 13:17:22.110000,Catalog
550227,64152,,1157.1520,206.8200,19,2018-10-13 13:43:44,Internet Search Engine
550230,35097-0159,,12365.7200,2022.6100,104,2019-12-23 17:32:55.580000,Friend
550237,35801-2105,,1651.0900,162.2900,25,2019-03-19 12:34:09.910000, 
550245,37087-4272,,11445.7600,1817.4400,91,2019-12-12 10:22:36.787000, 
550246,30528-3311,,403.6700,46.4700,16,2019-02-21 14:59:07.113000, 
550252,35007,,2011.2100,299.5850,52,2020-01-19 13:15:22, 
550299,35085,,1928.7200,217.0000,15,2015-10-12 18:05:48,
550307,350859107,,6812.9799,1229.0670,101,2020-01-02 16:00:28, 
550313,35071,,1105.1900,199.9900,15,2019-07-19 17:22:12,
550316,17404,,3271.0300,453.2700,68,2020-05-15 14:38:14.170000,
550378,35244,,562.6620,14.3000,8,2017-08-23 13:51:58,
550398,35080,,577.3900,42.2000,22,2011-11-11 13:02:58,
550419,281700962,,3209.1200,135.0600,21,2019-02-24 15:05:07.810000,
550428,35758,,2200.2100,220.5500,28,2020-02-01 17:42:44.597000,Sign/Drive By
550449,35243,,379.4604,0.0000,11,2019-08-09 13:55:20, 
550477,35622,,24126.4500,2599.2790,52,2019-06-06 13:40:58.087000, 
550483,36246,,5633.0100,167.4856,45,2019-12-26 10:56:04.217000,Competitor Referral
550498,35763,,7341.9600,984.1600,33,2018-10-20 14:20:57.193000,Catalog
550500,352262437,,5826.4065,833.7000,130,2020-03-09 14:24:28.140000,Catalog
550518,354523790,,2439.9800,355.1200,40,2020-01-18 16:43:44.470000,
550567,352261951,,4936.3600,832.2690,40,2018-11-06 11:49:30, 
550583,35007-9371,,14638.6000,1006.0700,92,2019-12-20 17:05:36.207000, 
550588,356483224,,5487.3200,185.7100,57,2020-05-19 13:11:43.440000,Catalog
550612,35223,,7045.9600,526.9500,20,2019-12-09 18:41:59, 
550616,35216,,13263.2000,2544.4490,174,2020-03-11 17:00:22.143000, 
550620,35022-1619,,1543.3600,204.3600,24,2019-07-20 10:49:36.833000, 
550644,28734,,1543.7600,366.0700,20,2018-11-09 12:16:58.147000, 
550648,35051,,9394.1003,652.6175,144,2020-01-31 13:57:30, 
550674,35022,,9789.6916,694.6280,127,2020-04-03 10:32:48,Friend
550683,35022,,357.7700,58.9700,11,2017-12-15 12:30:16, 
550733,35223,,3911.3100,530.1225,58,2020-02-17 14:43:03,Competitor Referral
550746,35209,,1871.5000,416.4200,20,2019-03-12 11:05:50.880000, 
550784,35216,,18688.9272,529.3300,135,2020-01-22 09:35:22.153000, 
550804,302152422,,14118.6200,1182.0400,158,2018-05-03 12:52:01.703000,Catalog
550821,234535668,,6230.0200,148.8000,174,2018-05-10 15:25:58.247000,
550825,36093-2110,,9297.3800,2700.6600,119,2020-02-08 13:23:24.097000,Sign/Drive By
550828,48446,,10243.5000,1552.1700,111,2018-05-18 12:03:22.770000,Internet Search Engine
550839,40504-1422,,4167.0800,198.6800,124,2018-05-22 12:32:47.520000,Friend
550857,35405,,274.3737,23.1650,6,2018-01-25 16:47:17,
550868,36832-7006,,928.0400,68.4200,20,2014-03-08 14:58:20.190000,
550884,35801-4156,,953.0600,44.0000,16,2018-06-01 11:38:48.177000,Catalog
550890,290367838,,2327.4200,54.1600,32,2018-06-06 14:38:40.083000,Friend
550892,35148,,301.8510,1.3500,7,2018-06-04 18:46:09,
550909,362605669,,791.2700,30.5800,30,2019-10-11 15:17:36.030000,Catalog
550915,671479037,,1648.0000,287.0200,12,2016-10-31 12:56:15.470000,Friend
550935,35244,,243.5100,5.0000,12,2018-06-20 13:59:34, 
550937,41018-1676,,8593.8800,898.7200,108,2018-06-17 11:45:59.123000,Catalog
550938,36207,,5427.8400,385.0800,41,2019-11-06 12:33:30.467000,Catalog
550939,350223802,,3933.7800,399.5100,50,2020-07-07 17:56:58.943000,Catalog
550950,363107862,,8534.7400,997.3400,30,2018-06-23 17:02:24.280000,
550953,32312-6725,,6548.0200,30.5200,84,2018-06-25 13:18:06.430000,
550972,35022,,2858.4300,405.9200,29,2019-11-02 12:15:23,Friend
550983,038332621,,6732.2200,1506.2600,48,2018-07-08 14:13:40.010000,
551002,32540,,6795.1800,235.9400,36,2018-07-17 11:16:01.120000,Catalog
551010,31721,,2254.2800,80.6800,18,2018-06-28 13:02:45.287000,Catalog
551011,45356-9305,,3256.8000,0.0000,72,2018-06-28 17:56:31.687000,
551013,30277,,1193.6250,54.0650,16,2020-01-03 14:35:14.653000,Catalog
551023,258780575,,1568.3000,320.7800,32,2018-07-14 15:11:59.880000,Catalog
551038,33414,,43919.5800,5282.1800,136,2016-11-03 13:03:12.413000,
551039,35007,,1192.2145,30.4700,27,2019-04-10 09:30:59,Friend
551043,35175,,4229.3500,238.8600,21,2018-04-28 14:13:40.260000,Sign/Drive By
551045,72955-0420,,7214.2700,291.6322,68,2015-11-09 12:05:06.913000, 
551046,35801,,3492.2500,286.7800,32,2019-05-15 15:01:40.603000,
551066,347882407,,775.7222,35.0000,16,2014-07-22 12:24:48, 
551068,973032403,,1271.2200,33.9400,13,2017-03-04 11:37:10,
551080,36207,,780.6100,91.3800,9,2019-10-12 13:54:17,
551085,70817-8917,,1648.6600,6.2400,34,2018-07-25 12:57:14.037000,Catalog
551086,36426-2900,,4948.7800,176.1600,60,2018-08-03 11:34:56.003000,
551096,36804,,632.1000,12.5000,8,2018-08-11 11:24:40.160000,
551106,35470,,9486.6000,114.3400,21,2019-03-13 09:52:10,
551113,65202-1385,,1052.3700,33.4000,24,2018-08-18 11:55:11.217000, 
551132,35749-8804,,2557.0600,161.8800,62,2018-08-24 13:42:14.510000,
551143,15317-5030,,8471.9200,8092.3200,198,2018-09-04 14:06:11.363000,
551146,34080,,393.5200,47.6400,12,2016-10-15 08:20:03,
551153,35244,,5669.5420,277.1300,27,2018-12-29 14:13:09, 
551175,350452218,,19530.4165,1341.1442,97,2019-09-11 11:45:29,Friend
551180,350226360,,1281.5200,29.6800,32,2018-10-29 10:44:38, 
551189,35226,,3125.3250,470.6789,36,2020-04-01 15:00:48,
551195,327248423,,4566.3000,82.0200,20,2017-11-25 16:53:31.057000,
551205,35128,,1100.8950,1.4000,8,2018-11-28 16:47:49, 
551234,53565,,4703.4800,339.2200,78,2018-09-19 11:39:56.673000,
551272,35953-3959,,12595.3000,1101.8600,110,2018-10-01 15:02:23.003000,
551280,35244,,3682.6790,787043.6260,74,2020-03-02 13:00:17, 
551283,36201,,13201.7000,1459.2400,191,2020-02-17 11:08:49.710000, 
551287,32580,,1280.4000,598.9400,22,2018-10-11 12:12:59.900000,
551295,350232007,,13767.6600,6341.4000,288,2019-06-01 11:53:56.120000,Friend
551298,35203,,12518.2366,1677.1060,115,2019-05-15 18:49:01, 
551304,39111-4339,,3709.2800,925.3300,35,2019-11-18 16:29:04.410000,Catalog
551308,36106,,1159.7900,26.4000,12,2019-02-06 11:50:30,Friend
551345,35115,,2700.0300,35.0800,94,2019-06-17 14:59:48,Catalog
551369,64507-2001,,21181.0500,1369.2900,207,2018-10-28 16:57:43.710000,
551387,39759,,833.1200,64.0000,12,2018-10-29 14:10:43.720000,
551399,358117122,,12634.5400,1091.4600,120,2018-11-09 13:20:39.043000,
551405,35749,,1853.2400,-4.0800,16,2018-11-08 13:15:33.990000, 
551416,44133-6187,,17659.5900,1472.9400,75,2018-11-13 17:02:40.437000,
551435,37129-1080,,11919.7600,397.4800,146,2018-11-17 17:30:34.007000,
551457,36750,,4406.8340,484.5500,35,2019-03-16 17:23:51.353000,Catalog
551458,36093,,8538.8600,1613.7800,76,2018-11-27 15:44:23.187000,
551463,288060037,,705.0600,0.0000,20,2015-08-15 13:13:52.047000,
551468,35080,,14169.7525,1194.4000,40,2018-12-01 09:47:40,Friend
551499,32615-6446,,10933.3200,766.2800,58,2018-11-30 15:26:35.663000,
551549,37043-4441,,9871.0000,2348.6800,220,2018-12-13 13:59:19.700000,
551555,35023,,6959.3070,337.0300,52,2018-12-16 17:25:20.897000,Catalog
551566,354622003,,5094.6600,0.0100,23,2019-05-06 15:29:03.550000,
